customer_id,first_name,last_name,email,phone_number,gender,date_of_birth,city,state,country,postal_code,loyalty_tier,registration_date,is_active
C4965018C,Brandon,Durham,morganwilliam@example.com,3554.6589,Male,1978-04-11,North Stephanie,Northern Territory,Australia,2664,Bronze,2023-09-22,True
C867CD00C,Curtis,Davidson,smithjennifer@example.org,(02)18701369,Male,1957-12-15,Anitachester,Tasmania,Australia,2500,Silver,2022-11-08,True
C944696C9,Stephen,Jackson,gmcdowell@example.net,9543.4443,Male,1987-07-21,Brianview,New South Wales,Australia,2658,Bronze,2022-09-14,True
C50ACC065,Derek,Davis,maria98@example.net,0309003994,Male,2007-11-29,Richardsbury,Northern Territory,Australia,2919,Bronze,2023-12-07,True
C4BA630E0,Sandra,Atkinson,christiancarroll@example.org,+61.7.3244.7060,Female,1952-12-01,West Matthewside,New South Wales,Australia,2616,Bronze,2025-03-07,True
C2128650A,Sarah,Robinson,murraybethany@example.org,+61-8-6048-7741,Female,1965-11-05,Port Eddieshire,Western Australia,Australia,0228,Bronze,2023-11-16,True
C6D2C1F98,Jason,Williams,conleycynthia@example.net,56479614,Male,1965-04-16,West John,Victoria,Australia,2919,Bronze,2026-03-08,True
C59727800,Sandra,Smith,odonaldson@example.com,0387347582,Female,1966-12-14,South Shelbyfurt,Northern Territory,Australia,8971,Silver,2025-03-25,True
CFA0483E6,Edward,Sanchez,mlong@example.com,(07)-5007-5992,Male,2000-12-13,West Cameronburgh,Queensland,Australia,2965,Silver,2023-03-05,True
C4717B0DD,Tara,Smith,philipshelton@example.org,+61 3 5160 1431,Female,1974-10-18,Davidchester,New South Wales,Australia,2064,Bronze,2025-08-03,True
CADAAE067,Mary,Nash,matthew90@example.org,+61-466-022-266,Female,1983-05-19,Port Donaldshire,Queensland,Australia,6519,Bronze,2022-02-18,True
C1027EEA6,Katelyn,Mejia,cuevasderek@example.com,+61.493.214.160,Female,1956-01-02,North Robert,Tasmania,Australia,2623,Silver,2023-08-18,True
CF2D5DA28,Shawn,Blake,singhjesse@example.net,08315508,Male,1954-03-08,South Richard,Victoria,Australia,2353,Bronze,2023-03-28,True
C414D729B,Jason,Graham,kimberly61@example.net,0487-978-510,Male,1975-02-20,New Stanleyfort,Queensland,Australia,2945,Bronze,2021-11-03,True
C6C28C58F,Joe,Martin,fgomez@example.com,21687016,Male,1977-02-23,Danaside,Tasmania,Australia,2964,Bronze,2025-10-22,True
CB8BEBEE1,Shaun,Moody,darren79@example.org,0430-321-155,Male,1959-04-11,Haasview,South Australia,Australia,4098,Bronze,2023-11-29,True
CBBC91E24,Brian,Ochoa,renee81@example.org,+61-7-6985-6698,Male,1980-01-10,East Amandaberg,Northern Territory,Australia,5301,Bronze,2026-03-13,True
C4774DA11,Christopher,Ortiz,tlopez@example.com,0489.864.613,Male,1967-06-08,Taylorberg,Tasmania,Australia,2920,Bronze,2026-02-17,True
C2B5D5C5A,Jessica,Silva,matthewwhite@example.net,+61 463 022 294,Female,1995-06-25,St. Roberta,Queensland,Australia,2098,Silver,2026-04-22,True
C9DE057CC,Corey,Hall,spierce@example.net,(08) 7275 5679,Male,1948-09-08,Figueroachester,Northern Territory,Australia,2909,Bronze,2023-11-15,True
CB2A4CD30,Samuel,Miller,bruce83@example.net,32330938,Male,1970-09-22,Jenniferland,Queensland,Australia,2649,Silver,2023-12-24,True
C822E9175,Robert,Miller,ashley88@example.net,(07)-4025-3938,Male,2005-05-12,Mcgeefurt,Queensland,Australia,2638,Bronze,2026-01-23,True
CFD71EC57,Kevin,Krause,shellyclark@example.net,+61740590685,Male,1995-05-23,Bradfordburgh,South Australia,Australia,2617,Bronze,2026-02-03,True
C98C0A382,Pamela,Reynolds,bjimenez@example.net,+61.8.7546.2651,Female,2006-02-07,New Joshua,Queensland,Australia,2674,Bronze,2021-12-06,True
C9DB94FD3,Elizabeth,Watkins,pachecojames@example.com,7132.3397,Female,1996-08-16,South Aaron,Western Australia,Australia,2280,Bronze,2022-06-29,True
CB8D814E9,Dawn,Dennis,imorgan@example.org,0499-803-239,Female,1997-06-12,Yuborough,Northern Territory,Australia,1305,Silver,2023-11-18,True
C586D42C0,Greg,Rodriguez,markcoffey@example.net,88951076,Male,1975-01-26,Deleonland,Queensland,Australia,5342,Silver,2024-07-05,True
C957F1678,Daniel,Thomas,knappaaron@example.com,+61.432.297.142,Male,1975-07-07,Meganport,Queensland,Australia,2480,Gold,2023-06-06,True
C83D776BB,Denise,Carpenter,stevenrhodes@example.net,03-5407-9213,Female,2004-04-05,Leslieville,Northern Territory,Australia,2668,Bronze,2026-07-05,True
C452628E4,Deborah,Galloway,jonathan46@example.net,0460.843.025,Female,1947-02-23,Lake Kevinfort,Western Australia,Australia,2691,Gold,2024-11-25,False
CE5EEF7CF,Crystal,Parrish,kelseymcguire@example.com,8306-7091,Female,1962-02-13,Phambury,Western Australia,Australia,2608,Silver,2021-10-24,True
CBD13D288,Tracy,Burns,stephenbooth@example.net,79316076,Female,1980-10-24,New Diana,Australian Capital Territory,Australia,2669,Bronze,2023-06-05,True
CB8A969C3,Kylie,Daniel,emilylee@example.org,03-8445-7690,Female,1998-06-30,Samanthashire,Victoria,Australia,0202,Silver,2024-06-25,True
C379C5F10,Wanda,Johnson,jeremy21@example.com,(07)24868225,Female,1978-02-28,Jeremyfurt,South Australia,Australia,0894,Silver,2023-10-03,True
C5CC64C03,Pamela,Meadows,eric62@example.com,+61-448-387-917,Female,1946-02-01,East Rhonda,Australian Capital Territory,Australia,2691,Platinum,2022-09-08,True
C05934BD4,Michael,Kent,zamorakaylee@example.org,0332343582,Male,2007-04-22,Carlamouth,Western Australia,Australia,2957,Bronze,2025-11-15,False
C9520F7AD,Willie,Hanson,kimberlyanderson@example.org,(03) 6049 2733,Male,1961-09-18,Carrollhaven,Victoria,Australia,2628,Gold,2023-12-22,True
C1212B3D8,Alexandra,Johnson,rhodesrichard@example.com,09878031,Female,1979-01-09,Everetthaven,Victoria,Australia,2920,Bronze,2023-09-16,True
C3469A472,Brian,Burke,elizabethscott@example.org,0312197183,Male,1995-04-05,New Vincent,Victoria,Australia,2935,Silver,2022-07-28,False
CC85B9308,Eileen,Walton,allisonsimpson@example.com,+61 8 0974 4563,Female,1995-02-21,St. Douglas,Australian Capital Territory,Australia,2712,Bronze,2022-04-05,True
CACD9B8A6,Megan,Braun,donna63@example.com,+61 422 496 336,Female,1954-07-16,Johnfurt,Western Australia,Australia,2656,Bronze,2023-04-30,True
C071B081C,Tiffany,Allen,kim35@example.com,0483 378 849,Female,1985-09-21,Port Selenaborough,Queensland,Australia,2208,Bronze,2023-08-18,True
CA267B55B,Tina,Conway,brandonharris@example.org,0463.474.119,Female,1948-03-02,St. Jasminestad,Western Australia,Australia,8865,Bronze,2023-12-27,True
CB0B21D8E,Jared,Welch,barbara76@example.org,0429.285.875,Male,2006-10-25,South Steven,Australian Capital Territory,Australia,2999,Silver,2025-01-16,False
CBBCEBBFB,Clarence,Vincent,rcrane@example.com,0451 770 300,Male,1982-07-14,St. Briannastad,South Australia,Australia,2127,Silver,2024-03-04,True
C08E24DD2,Gene,Salazar,waynejensen@example.org,+61-7-6424-1303,Male,1976-01-28,Lawrencechester,Tasmania,Australia,2146,Silver,2022-11-24,True
C5D7224F7,Amber,Davis,karen72@example.org,+61 3 4276 6690,Female,1986-06-03,Jerryburgh,Victoria,Australia,2968,Bronze,2025-05-09,True
C1F2249C2,Elijah,Williams,jameswhite@example.org,8738.3142,Male,1998-09-05,Wardfurt,Australian Capital Territory,Australia,2324,Silver,2025-08-15,False
C5A951D85,Maria,Mann,williamsmichele@example.net,81543535,Female,2002-11-11,New Ann,Victoria,Australia,2952,Silver,2021-11-23,True
C65CD77B6,Laura,Brown,murphyjose@example.org,02-4300-4943,Female,1995-11-23,West Stephanie,Western Australia,Australia,2409,Bronze,2024-10-25,True
CB1820620,Sara,Edwards,ebender@example.com,0419-844-697,Female,1970-12-14,Kellerburgh,Victoria,Australia,2649,Bronze,2024-02-29,True
C164EDA0E,Diana,Butler,ericfoster@example.net,0437-232-380,Female,1947-03-03,Johnchester,Northern Territory,Australia,2718,Bronze,2022-04-05,False
CB7A430C3,Paul,Smith,brenda56@example.com,(07)74298293,Male,1978-12-18,Brandonport,Northern Territory,Australia,2922,Bronze,2021-12-01,True
C17850BFE,Ryan,Richardson,garciaerica@example.com,+61 7 1620 9420,Male,1983-12-30,Alexanderfurt,Australian Capital Territory,Australia,2930,Silver,2022-12-19,True
C8DA02F59,Peter,Nelson,harveyrobert@example.org,03 8135 6712,Male,1968-05-14,Chloebury,New South Wales,Australia,2883,Gold,2025-12-23,True
C89215572,Katherine,Spencer,randolphkevin@example.net,+61754125647,Female,1948-05-06,Brownbury,Australian Capital Territory,Australia,2639,Bronze,2026-02-23,True
CC08EB9DF,Karen,Murphy,patrickcain@example.com,(07).3471.9269,Female,1950-02-02,Robinsonland,New South Wales,Australia,2693,Bronze,2025-12-12,True
CCF2C1E97,Brittney,Colon,singhgabriel@example.net,+61.469.223.451,Female,2001-05-06,North Benjamin,Tasmania,Australia,2293,Bronze,2025-06-22,True
C2F18D77A,Dana,Stone,pamelanichols@example.net,+61 8 6569 4314,Female,1974-06-19,East Kimberlyberg,Western Australia,Australia,2944,Silver,2022-02-13,True
C895817FE,Tamara,Small,maureenoconnor@example.net,+61.418.293.708,Female,1996-10-10,Codymouth,South Australia,Australia,1819,Platinum,2021-09-25,True
CED66AB32,Sandra,Brown,sandragriffith@example.com,(07) 4865 8856,Female,1946-11-05,Walkermouth,Victoria,Australia,7066,Gold,2026-03-02,False
C34BE83AA,John,Smith,pmyers@example.net,3438-9385,Male,1980-12-25,St. Crystal,Northern Territory,Australia,2621,Bronze,2023-11-18,True
C1E07B1FA,Ian,Murphy,jwalker@example.org,(08).7359.3906,Male,1994-12-31,Port Scott,Western Australia,Australia,2573,Bronze,2023-12-01,True
CB1A72C76,Amanda,Torres,crystalgarcia@example.org,+61 407 168 224,Female,1980-10-03,St. Angela,Queensland,Australia,1704,Platinum,2021-10-09,True
C583BECD7,James,Gonzalez,brittney05@example.net,(07).9793.1591,Male,1973-02-04,West Deniseberg,Victoria,Australia,2680,Silver,2022-02-18,True
C2BB5A5B6,Jeremy,King,ramirezrobert@example.net,(07)96884273,Male,1949-12-23,East Joseph,Western Australia,Australia,0984,Bronze,2025-04-02,True
CC60F9541,Samantha,Smith,craigpatterson@example.net,0297109355,Female,1987-06-15,Martinezville,Victoria,Australia,2349,Bronze,2025-06-04,True
CCB42D4C2,Ann,Scott,uzavala@example.org,(02) 9077 5921,Female,1947-11-06,East Marisa,South Australia,Australia,2929,Bronze,2025-03-19,False
C9CE0631F,Timothy,Wilson,nathanhunter@example.com,(08)-5758-4652,Male,1978-08-05,Stephanieport,Tasmania,Australia,2077,Bronze,2021-11-28,True
C8CB6F057,Lauren,Murray,iperez@example.com,0474-684-352,Female,1946-08-27,Judithborough,Australian Capital Territory,Australia,0273,Bronze,2022-10-29,True
C54B5300B,Lauren,Adams,olarsen@example.com,02-7674-6950,Female,1978-10-24,St. Jennifer,New South Wales,Australia,2924,Silver,2023-12-19,False
C097F0824,Thomas,Guzman,agriffin@example.com,6461 9895,Male,2002-05-26,Josephhaven,Victoria,Australia,0868,Gold,2024-06-13,True
C6370B9C7,Brittany,Walker,traci89@example.com,02-0113-4966,Female,1968-05-05,Caseport,South Australia,Australia,2062,Bronze,2026-04-30,False
C8700E436,David,Taylor,katherine99@example.org,+61836307203,Male,1951-09-08,New Kellymouth,Queensland,Australia,1982,Bronze,2021-11-04,True
C67134F32,Stephen,Taylor,nicholasdaniels@example.com,0476.2042,Male,1976-03-21,Lake Lisaport,South Australia,Australia,8474,Bronze,2023-04-22,True
C1072A9B3,Tina,Sloan,lanceshaffer@example.org,(08) 6738 6084,Female,1950-07-15,Bridgesshire,Western Australia,Australia,2697,Silver,2021-08-22,True
C3EBB62AF,Thomas,Cook,rpollard@example.org,7997-7334,Male,1954-07-05,North Susanberg,Australian Capital Territory,Australia,2929,Bronze,2023-06-17,False
C0F4B437F,Katie,Mcclure,dpratt@example.org,(02) 1928 2429,Female,1977-09-04,Lake Laurenmouth,Queensland,Australia,2417,Bronze,2024-01-24,False
C18A52926,Miranda,Kelly,zblack@example.net,90400319,Female,1991-06-05,Port Kenneth,New South Wales,Australia,2606,Bronze,2021-09-27,True
CBFF1D20C,Victor,West,jasonhogan@example.org,07 4563 8099,Male,1981-08-21,Lake Amychester,Western Australia,Australia,2619,Bronze,2022-05-12,False
C7446C036,Johnny,Massey,pughelizabeth@example.com,0394850549,Male,1970-01-07,Perryport,Australian Capital Territory,Australia,2904,Silver,2022-05-31,False
CF1ACFAF2,Rebecca,Brown,timothymassey@example.net,+61250645686,Female,1950-04-14,East John,New South Wales,Australia,2605,Bronze,2021-09-08,True
C951366E0,Molly,Fisher,josephsullivan@example.net,0415.837.957,Female,2006-03-13,South Travisshire,Northern Territory,Australia,2407,Silver,2026-01-02,True
CE06C7BFD,Joanna,Martinez,william30@example.com,0880353215,Female,1986-03-19,Laurenville,Victoria,Australia,2670,Gold,2026-07-29,True
C0B3F9F34,Deanna,Steele,farleyrose@example.net,+61 2 9097 9079,Female,1997-02-16,North Davidberg,Victoria,Australia,2995,Silver,2025-06-17,True
C6B7E31BF,Leah,Lee,rosedebra@example.com,+61.485.927.193,Female,1962-07-24,Cunninghamshire,Northern Territory,Australia,2138,Silver,2022-03-18,True
CEAA0249B,Mary,Fisher,ihobbs@example.net,+61-477-585-478,Female,1946-09-22,Lisaport,Western Australia,Australia,2619,Bronze,2026-01-04,True
C41799E25,Sara,Mason,lrandall@example.com,0404-514-252,Female,1966-02-27,Lake Jeffrey,Victoria,Australia,2396,Bronze,2022-07-15,True
C1D0B30A2,Edward,Johnson,nicholas95@example.org,+61.472.057.745,Male,1971-12-10,Port Leahton,Queensland,Australia,2616,Bronze,2025-03-17,False
C9EAE4EF3,Jessica,Edwards,janethill@example.net,0443 911 496,Female,1968-06-06,Zoemouth,Queensland,Australia,2611,Bronze,2024-10-15,True
C3C8AFDFE,Jackson,Brown,gsanders@example.com,(07)05503361,Male,1978-10-16,Douglasburgh,Victoria,Australia,1657,Bronze,2025-08-09,True
C058B996A,Mark,Ibarra,bgibson@example.net,(07).1535.3455,Male,1950-12-05,South Gary,Australian Capital Territory,Australia,2671,Bronze,2023-09-03,True
CA0EFA8F5,Todd,Ray,curtisfinley@example.org,(07)-4257-2406,Male,1994-03-01,East Matthewstad,Northern Territory,Australia,2024,Bronze,2025-12-10,True
C3E19F9E9,Jessica,Kaufman,jamessmith@example.net,+61-7-4298-1170,Female,1979-07-21,Paulaton,Tasmania,Australia,7302,Bronze,2024-08-26,True
C091C3473,Mary,Garcia,qmurray@example.org,0453.572.262,Female,1993-07-04,Lake Richard,Tasmania,Australia,6882,Silver,2023-03-04,True
CCA88FE38,Robert,Bird,callahanbrian@example.net,(07)69686400,Male,1977-08-08,South Williamburgh,Western Australia,Australia,2821,Gold,2024-11-27,True
CA8754E65,Chad,Delgado,ellisclaudia@example.com,+61 474 270 368,Male,1999-07-14,Fieldsside,Northern Territory,Australia,2793,Silver,2025-04-24,True
C3B19D1CA,Stephanie,Barr,glennjacob@example.org,0479.269.980,Female,1976-04-19,East Michelle,Northern Territory,Australia,0898,Silver,2024-11-08,True
CBAE1733B,Anthony,Howell,anthonykelly@example.net,0487.304.592,Male,1959-05-27,South Cameron,New South Wales,Australia,2619,Bronze,2023-10-13,True
CEF59EEA4,David,Welch,dthomas@example.org,0482 975 364,Male,1947-04-02,Smithtown,Australian Capital Territory,Australia,2620,Gold,2023-08-06,True
CCE602A2B,Jessica,Glover,shermanveronica@example.org,0775395815,Female,1958-10-01,Lawsonhaven,Northern Territory,Australia,2609,Bronze,2024-09-26,False
CE8F9F640,Cynthia,Davis,torresstephanie@example.org,0836406610,Female,1972-12-06,St. Garychester,Tasmania,Australia,2990,Gold,2026-05-23,True
C879FD2B4,Deborah,Gray,brenda74@example.net,08.9230.7774,Female,2000-01-15,East Douglasstad,Western Australia,Australia,2581,Platinum,2024-07-18,True
CE77B6E39,Susan,Fletcher,romerocatherine@example.com,0488 665 507,Female,1984-08-11,Wiseland,Queensland,Australia,2604,Gold,2026-05-29,True
C2CF4329C,Glen,Diaz,rodriguezkelsey@example.org,+61.7.9495.9578,Male,1974-01-20,Wolfeton,Tasmania,Australia,2986,Gold,2023-01-16,True
CFAB25BC2,Isaiah,Swanson,ecollier@example.net,07 6128 7452,Male,1965-06-30,Nguyenstad,Western Australia,Australia,9545,Bronze,2022-06-09,True
C522EA6F9,Ruth,Bush,danielrodgers@example.com,7086 4212,Female,1968-09-06,East Jeremy,Victoria,Australia,7795,Bronze,2022-09-23,True
C5A9E6148,Jimmy,Harvey,carolkirby@example.com,6622 3486,Male,1998-09-27,Hughesburgh,Western Australia,Australia,2677,Platinum,2025-04-14,True
C949945C6,Brooke,Alexander,cjacobs@example.org,02.2040.2750,Female,2007-09-18,East Christinahaven,South Australia,Australia,2918,Silver,2023-07-21,True
CA7EB2947,Ryan,Martin,thomaspamela@example.org,+61 443 402 502,Male,1985-01-10,Lake Kelsey,Victoria,Australia,2942,Bronze,2022-03-23,True
CC5EBA5CB,Elizabeth,Jackson,kayla24@example.org,(07)90708443,Female,1962-02-04,Smithview,Western Australia,Australia,2054,Bronze,2022-05-30,True
C7AB97C9E,Joshua,Everett,sbuckley@example.org,+61.7.9956.5136,Male,1956-02-21,South Staceyport,Tasmania,Australia,2964,Bronze,2024-12-24,True
C7088DA11,Gina,Young,zhamilton@example.org,+61853177761,Female,1958-10-31,Diazburgh,Western Australia,Australia,2908,Bronze,2023-10-15,True
C3CEBE12C,Amy,Flores,kentjennifer@example.org,(07)72298924,Female,1957-08-24,St. Stephanieberg,Tasmania,Australia,8405,Bronze,2023-10-24,True
CDEEBCD9C,Melissa,Myers,ocarlson@example.net,02 8065 5181,Female,1952-05-04,New Michael,Western Australia,Australia,6670,Silver,2024-05-13,True
C8545B775,Debbie,Page,eowens@example.com,(03).4448.8769,Female,1994-08-28,Port Eugenefurt,Tasmania,Australia,1948,Bronze,2025-09-10,True
CC411A800,Thomas,Lewis,christine34@example.net,07.7971.5553,Male,1954-05-29,Angelicachester,South Australia,Australia,6553,Bronze,2024-12-03,True
C97E87F96,Autumn,Williams,zferguson@example.net,02 7055 5511,Female,1992-09-01,Andradefurt,Victoria,Australia,8667,Bronze,2023-10-06,True
CCAF8C491,Amanda,Solis,alexandramedina@example.net,0488 661 034,Female,1960-08-25,New Elizabethburgh,Victoria,Australia,2684,Bronze,2021-11-16,True
C91609AD7,Cindy,Holmes,anthonydavis@example.org,(07)06343862,Female,1962-02-03,Hudsonport,Queensland,Australia,0865,Silver,2025-06-18,True
CA9902CBF,Anna,Dean,walkerjohn@example.net,0445-384-241,Female,2004-05-30,Lake Rhonda,Queensland,Australia,2684,Silver,2026-05-30,True
C6215693F,Melissa,Fleming,kelly74@example.com,+61.3.9695.9242,Female,2008-03-31,Lake Georgeberg,Western Australia,Australia,2941,Bronze,2022-01-28,True
C2E78997A,Bradley,Hickman,stanleyrobinson@example.net,(03) 4464 5134,Male,1947-03-20,South Samantha,Tasmania,Australia,2144,Gold,2024-06-01,True
C3920864D,Jordan,Taylor,morenojerome@example.org,(02).1747.5745,Female,1952-06-08,West Johnstad,New South Wales,Australia,2721,Silver,2025-09-21,True
C6C52A1A3,Regina,Griffin,johnsonjoel@example.net,+61 437 537 014,Female,1996-03-01,Kennethfort,Northern Territory,Australia,2918,Bronze,2025-09-24,True
CFCBC2B76,Scott,Rodgers,robert39@example.com,6806-7801,Male,1963-03-02,East Angela,Northern Territory,Australia,2619,Silver,2025-07-19,False
C8CB28B86,Donald,West,washingtonjoe@example.net,(07)-9228-0199,Male,1965-10-02,South Daniel,Australian Capital Territory,Australia,2665,Bronze,2026-04-30,True
